movieId,links__imdbId,links__tmdbId,movies (1)__title,movies (1)__genres,ratings (1)__userId,ratings (1)__rating,ratings (1)__timestamp,tags (1)__userId,tags (1)__tag,tags (1)__timestamp
6837,31593,43739.0,Love Affair (1939),Comedy|Drama|Romance,474.0,3.0,1103636757.0,,,
6849,66344,13765.0,Scrooge (1970),Drama|Fantasy|Musical,,,,474.0,Christmas,1137374871.0
6850,104695,12772.0,Leap of Faith (1992),Comedy|Drama,307.0,2.0,1186257681.0,,,
6851,104321,47866.0,"Gas, Food, Lodging (1992)",Drama|Romance,414.0,3.5,1065800107.0,,,
6852,61809,18900.0,In Cold Blood (1967),Crime|Drama,74.0,4.0,1207500025.0,474.0,black and white,1138307125.0
6853,92717,73265.0,Campus Man (1987),Comedy,480.0,1.0,1179177991.0,,,
6856,35575,3087.0,Yankee Doodle Dandy (1942),Drama|Musical,177.0,4.0,1435540587.0,474.0,biopic,1138039917.0
6857,107692,14282.0,Ninja Scroll (Jûbei ninpûchô) (1995),Action|Adventure|Animation|Fantasy,23.0,3.5,1107163501.0,,,
6858,56291,11502.0,Knife in the Water (Nóz w wodzie) (1962),Drama,74.0,3.5,1207500694.0,,,
6860,102460,21219.0,Mobsters (1991),Crime|Drama,599.0,2.0,1519345916.0,,,
6862,313443,2116.0,Out of Time (2003),Crime|Drama|Thriller,232.0,3.5,1218165478.0,,,
6863,332379,1584.0,School of Rock (2003),Comedy|Musical,7.0,4.5,1106712827.0,474.0,school,1138307284.0
6867,340377,2056.0,"Station Agent, The (2003)",Comedy|Drama,28.0,4.0,1240211660.0,474.0,trains,1138039811.0
6868,335563,4997.0,Wonderland (2003),Crime|Drama|Mystery|Thriller,274.0,4.0,1197190324.0,,,
6869,340468,8439.0,Bus 174 (Ônibus 174) (2002),Crime|Documentary,339.0,4.0,1460184431.0,,,
6870,327056,322.0,Mystic River (2003),Crime|Drama|Mystery,17.0,3.5,1322629189.0,474.0,child abuse,1138307224.0
6872,317676,11059.0,"House of the Dead, The (2003)",Action|Horror,274.0,2.0,1172033213.0,,,
6873,138524,11775.0,Intolerable Cruelty (2003),Comedy|Romance,51.0,5.0,1230930808.0,,,
6874,266697,24.0,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller,2.0,4.0,1445714952.0,474.0,martial arts,1138039672.0
6879,313542,11329.0,Runaway Jury (2003),Drama|Thriller,68.0,3.5,1158535181.0,,,
6880,324216,9373.0,"Texas Chainsaw Massacre, The (2003)",Horror,51.0,0.5,1230930802.0,,,
6881,311648,1550.0,Pieces of April (2003),Comedy|Drama,182.0,4.0,1076826096.0,474.0,Thanksgiving,1137181567.0
6882,339579,5493.0,Returner (Ritaanaa) (2002),Action|Adventure|Sci-Fi,599.0,2.5,1498515557.0,,,
6883,325055,28200.0,Sylvia (2003),Drama|Romance,414.0,3.0,1095466109.0,,,
6884,312549,10629.0,Veronica Guerin (2003),Crime|Drama|Thriller,28.0,3.5,1242288799.0,,,
6885,199626,10944.0,In the Cut (2003),Crime|Drama|Mystery|Romance|Thriller,387.0,3.5,1117356619.0,,,
6886,294357,9839.0,Beyond Borders (2003),Drama|Romance|War,82.0,3.5,1084519713.0,,,
6887,316465,13920.0,Radio (2003),Drama,82.0,4.0,1084811662.0,,,
6888,306047,4256.0,Scary Movie 3 (2003),Comedy|Horror,18.0,0.5,1455050979.0,,,
6889,328880,10009.0,Brother Bear (2003),Adventure|Animation|Children,380.0,3.0,1494071710.0,,,
6890,363589,1807.0,Elephant (2003),Drama,182.0,4.5,1077069107.0,474.0,adolescence,1138039574.0
6893,64505,10536.0,"Italian Job, The (1969)",Action|Comedy|Crime,68.0,3.5,1158534072.0,,,
6898,313670,1376.0,Sweet Sixteen (2002),Drama,414.0,2.5,1085415473.0,,,
6899,92532,31397.0,Alien from L.A. (1988),Sci-Fi,377.0,3.5,1340343436.0,,,
6902,165832,20312.0,Interstate 60 (2002),Adventure|Comedy|Drama|Fantasy|Mystery|Sci-Fi|Thriller,125.0,4.0,1474375238.0,,,
6909,325655,10389.0,"Eye, The (Gin gwai) (Jian gui) (2002)",Thriller,474.0,4.0,1098104416.0,474.0,transplants,1138039587.0
6911,38661,31206.0,"Jolson Story, The (1946)",Musical,474.0,3.5,1067266116.0,,,
6912,34409,28658.0,You'll Never Get Rich (1941),Comedy|Musical|Romance,474.0,3.5,1110202926.0,474.0,Rita Hayworth can dance!,1137179371.0
6918,48956,897.0,"Unvanquished, The (Aparajito) (1957)",Drama,387.0,3.5,1117430922.0,474.0,India,1138039870.0
6920,65531,11657.0,"Cercle Rouge, Le (Red Circle, The) (1970)",Crime|Thriller,23.0,3.0,1107163588.0,,,
6927,308383,10922.0,"Human Stain, The (2003)",Drama|Romance|Thriller,504.0,4.0,1072066575.0,,,
6932,323944,13537.0,Shattered Glass (2003),Crime|Drama,182.0,3.5,1077140641.0,474.0,journalism,1137181582.0
6934,242653,605.0,"Matrix Revolutions, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX,7.0,2.0,1106712812.0,,,
6935,363510,33222.0,"Revolution Will Not Be Televised, The (a.k.a. Chavez: Inside the Coup) (2003)",Documentary,462.0,4.0,1201445627.0,,,
6936,319343,10719.0,Elf (2003),Children|Comedy|Fantasy,64.0,3.5,1161559663.0,474.0,christmas,1138039581.0
6938,379713,23995.0,Billabong Odyssey (2003),Documentary,226.0,4.0,1159220558.0,226.0,big wave,1160681362.0
6939,155722,1277.0,Gloomy Sunday (Ein Lied von Liebe und Tod) (1999),Drama|Romance,68.0,4.0,1267238420.0,,,
6942,314331,508.0,Love Actually (2003),Comedy|Drama|Romance,10.0,4.0,1455301621.0,,,
6944,101862,11846.0,Father of the Bride (1991),Comedy,64.0,3.5,1161620576.0,474.0,remake,1137374824.0
6945,373175,50314.0,My Architect: A Son's Journey (2003),Documentary,462.0,5.0,1201445807.0,,,
6946,318155,10715.0,Looney Tunes: Back in Action (2003),Action|Animation|Children|Fantasy,82.0,1.5,1084467643.0,,,
6947,311113,8619.0,Master and Commander: The Far Side of the World (2003),Adventure|Drama|War,28.0,3.5,1234515870.0,,,
6948,343121,21525.0,Tupac: Resurrection (2003),Documentary,474.0,4.0,1110202908.0,474.0,music business,1138039867.0
6949,321442,14892.0,"Big Empty, The (2003)",Comedy|Mystery|Sci-Fi,82.0,3.5,1084944803.0,,,
6950,338188,12146.0,"Missing, The (2003)",Adventure|Thriller|Western,140.0,3.5,1080845528.0,,,
6951,312528,10588.0,"Cat in the Hat, The (2003)",Children|Comedy,232.0,3.0,1182909997.0,,,
6952,348836,4970.0,Gothika (2003),Horror|Thriller,80.0,5.0,1377307911.0,,,
6953,315733,470.0,21 Grams (2003),Crime|Drama|Mystery|Romance|Thriller,28.0,3.0,1236313576.0,305.0,DEPRESSING,1462398032.0
6954,338135,11042.0,"Barbarian Invasions, The (Les invasions barbares) (2003)",Comedy|Crime|Drama|Mystery|Romance,414.0,4.0,1109974396.0,,,
6957,307987,10147.0,Bad Santa (2003),Comedy|Crime,28.0,3.0,1242290204.0,,,
6958,338094,10756.0,"Haunted Mansion, The (2003)",Children|Comedy|Fantasy|Horror,82.0,3.5,1084519496.0,,,
6959,300556,9562.0,Timeline (2003),Action|Adventure|Sci-Fi,232.0,3.0,1206995944.0,,,
6961,104237,11012.0,Damage (Fatale) (1992),Drama,606.0,4.0,1171579826.0,,,
6962,334029,279714.0,OT: Our Town (2002),Documentary,474.0,3.5,1125600630.0,,,
6963,293088,30068.0,Devil's Playground (2002),Documentary,91.0,4.0,1112717723.0,474.0,Amish,1137181478.0
6965,312848,158413.0,Journeys with George (2002),Documentary,474.0,3.5,1077890823.0,,,
6966,99365,9556.0,Darkman (1990),Action|Crime|Fantasy|Sci-Fi|Thriller,462.0,4.0,1138343596.0,,,
6967,37635,13581.0,Dead of Night (1945),Horror|Mystery,594.0,0.5,1108950675.0,,,
6969,85426,19184.0,"Dernier Combat, Le (Last Battle, The) (1983)",Drama|Sci-Fi,182.0,4.5,1075801013.0,,,
6970,50307,24203.0,Desk Set (1957),Comedy|Romance,474.0,3.5,1139941344.0,474.0,Hepburn and Tracy,1137521576.0
6971,101829,9065.0,Europa (Zentropa) (1991),Drama|Thriller,182.0,4.0,1075802456.0,,,
6973,104265,4823.0,Final Analysis (1992),Drama|Romance|Thriller,606.0,2.5,1171405011.0,,,
6974,99615,10168.0,"Freshman, The (1990)",Comedy|Crime,28.0,3.0,1242033113.0,,,
6975,119167,10234.0,Funny Games (1997),Drama|Horror|Thriller,50.0,3.5,1518002159.0,,,
6978,102943,14022.0,Slacker (1991),Comedy|Drama,182.0,3.5,1075801048.0,,,
6979,86567,860.0,WarGames (1983),Drama|Sci-Fi|Thriller,66.0,4.0,1093747456.0,474.0,Cold War,1138039874.0
6981,48452,48035.0,"Ordet (Word, The) (1955)",Drama,387.0,3.5,1155833068.0,474.0,religion,1138039909.0
6982,43686,5000.0,Forbidden Games (Jeux interdits) (1952),Drama|War,474.0,3.5,1238350176.0,,,
6983,36969,22744.0,Jane Eyre (1944),Drama|Romance,250.0,5.0,1121217775.0,,,
6984,27075,17831.0,"Tale of Two Cities, A (1935)",Drama,474.0,4.0,1087827048.0,474.0,Dickens,1138039822.0
6985,19254,780.0,"Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La) (1928)",Drama,105.0,4.5,1446572291.0,474.0,saint,1137206024.0
6986,16641,31510.0,Ben-Hur: A Tale of the Christ (1925),Adventure|Drama|Romance,137.0,3.0,1204859931.0,,,
6987,10323,234.0,"Cabinet of Dr. Caligari, The (Cabinet des Dr. Caligari., Das) (1920)",Crime|Fantasy|Horror,137.0,3.0,1204859200.0,,,
6989,85615,8289.0,Gorky Park (1983),Crime|Drama|Thriller,23.0,3.5,1107164073.0,,,
6990,79240,11583.0,The Great Train Robbery (1978),Action|Adventure|Comedy|Crime|Drama,474.0,3.5,1087831899.0,,,
6992,109951,6472.0,Guarding Tess (1994),Comedy|Drama,438.0,3.5,1106189589.0,,,
6993,91167,5143.0,Hannah and Her Sisters (1986),Comedy|Drama|Romance,28.0,1.5,1243837374.0,474.0,family,1138039618.0
6994,102004,11384.0,"Hard Way, The (1991)",Action|Comedy,594.0,5.0,1108974288.0,,,
6996,102034,8010.0,Highlander II: The Quickening (1991),Action|Sci-Fi,66.0,2.0,1097804327.0,,,
6997,104427,10410.0,Hoffa (1992),Crime|Drama,28.0,3.0,1242289886.0,,,
6998,107148,47095.0,House of Cards (1993),Drama,599.0,2.0,1519180075.0,,,
6999,104452,10407.0,Housesitter (1992),Comedy|Romance,307.0,2.0,1186259467.0,,,
7000,102070,9292.0,Hudson Hawk (1991),Action|Adventure|Comedy,51.0,5.0,1230931824.0,,,
7001,77745,11850.0,Invasion of the Body Snatchers (1978),Horror|Mystery|Sci-Fi|Thriller,75.0,4.0,1158968208.0,,,
7004,99938,951.0,Kindergarten Cop (1990),Action|Comedy|Crime|Thriller,51.0,3.0,1230929941.0,,,
7005,102216,10804.0,King Ralph (1991),Comedy,599.0,1.5,1498504764.0,,,
7007,102266,9319.0,"Last Boy Scout, The (1991)",Action|Comedy|Crime|Drama|Thriller,51.0,3.5,1230930787.0,,,
7008,70849,1643.0,Last Tango in Paris (Ultimo tango a Parigi) (1972),Drama|Romance,125.0,5.0,1474294576.0,,,
7009,104756,2007.0,Lorenzo's Oil (1992),Drama,28.0,3.5,1242289903.0,,,
7010,101316,10995.0,"Lover, The (Amant, L') (1992)",Drama|Romance,68.0,3.5,1269121109.0,,,
7012,100201,2612.0,Mr. Destiny (1990),Comedy|Fantasy,474.0,3.0,1070309684.0,,,
7013,48424,3112.0,"Night of the Hunter, The (1955)",Drama|Film-Noir|Thriller,221.0,4.0,1119984076.0,474.0,good and evil,1137206020.0
7015,102598,2611.0,Only the Lonely (1991),Comedy|Romance,66.0,4.0,1113189214.0,,,
7016,93692,1825.0,Over the Top (1987),Action|Drama,249.0,3.0,1356439401.0,,,
7017,105104,10538.0,Passenger 57 (1992),Action|Thriller,438.0,3.5,1105670702.0,,,
7018,100404,11092.0,Presumed Innocent (1990),Crime|Drama|Thriller,18.0,3.5,1486854151.0,474.0,court,1137375276.0
7019,93793,18410.0,Project X (1987),Comedy|Drama,474.0,3.5,1070286789.0,,,
7020,102721,14904.0,Proof (1991),Comedy|Drama|Romance,,,,288.0,Notable Nudity,1150988077.0
7022,266308,3176.0,Battle Royale (Batoru rowaiaru) (2000),Action|Drama|Horror|Thriller,63.0,2.5,1443200819.0,125.0,based on a book,1474381749.0
7023,107156,9261.0,"Wedding Banquet, The (Xi yan) (1993)",Comedy|Drama|Romance,594.0,4.5,1108972356.0,474.0,In Netflix queue,1137179697.0
7024,73650,5336.0,"Salo, or The 120 Days of Sodom (Salò o le 120 giornate di Sodoma) (1976)",Drama,274.0,3.0,1172365287.0,567.0,bleak,1525283990.0
7025,102443,23908.0,"Midnight Clear, A (1992)",Drama|War,28.0,2.5,1235805921.0,474.0,In Netflix queue,1137179593.0
7026,94072,14671.0,Summer School (1987),Comedy,307.0,2.0,1186258091.0,,,
7027,90022,11509.0,Silverado (1985),Action|Western,66.0,4.0,1093747697.0,,,
7028,100449,10729.0,Quick Change (1990),Comedy|Crime,66.0,2.5,1093747340.0,,,
7030,105211,20763.0,Radio Flyer (1992),Drama,307.0,3.0,1189608189.0,,,
7031,107927,2047.0,"Real McCoy, The (1993)",Action|Crime|Drama|Thriller,594.0,4.0,1108975081.0,,,
7032,100485,14249.0,Revenge (1990),Drama|Romance|Thriller,594.0,4.0,1108975139.0,,,
7033,93936,10021.0,"Secret of My Succe$s, The (a.k.a. The Secret of My Success) (1987)",Comedy|Romance,414.0,3.5,1105040541.0,,,
7034,150662,11634.0,Show Me Love (Fucking Åmål) (1998),Drama|Romance,104.0,5.0,1076898196.0,,,
7036,90142,11824.0,Teen Wolf (1985),Comedy|Fantasy,104.0,3.0,1076898203.0,,,
7037,103030,8222.0,High Heels (Tacones lejanos) (1991),Comedy|Drama,606.0,4.5,1171325644.0,,,
7038,210358,20067.0,Things You Can Tell Just by Looking at Her (2000),Drama|Romance,182.0,4.0,1075801179.0,,,
7040,90180,9846.0,To Live and Die in L.A. (1985),Action|Crime|Drama|Thriller,51.0,2.5,1230931819.0,,,
7041,111477,23719.0,Trapped in Paradise (1994),Comedy|Crime,599.0,2.5,1498516236.0,,,
7044,100935,483.0,Wild at Heart (1990),Crime|Drama|Mystery|Romance|Thriller,187.0,4.0,1161850206.0,,,
7045,100944,10166.0,"Witches, The (1990)",Children|Fantasy,169.0,3.5,1073179888.0,,,
7046,94332,6069.0,"Witches of Eastwick, The (1987)",Comedy|Fantasy|Horror|Thriller,66.0,4.5,1113190403.0,,,
7047,90350,11018.0,Year of the Dragon (1985),Action|Crime|Drama,599.0,2.5,1498518892.0,,,
7048,119807,11676.0,Nothing to Lose (1997),Action|Adventure|Comedy|Crime,66.0,4.0,1113189189.0,,,
7049,24025,28293.0,Flying Down to Rio (1933),Comedy|Musical|Romance,474.0,3.0,1070286678.0,474.0,Astaire and Rogers,1137784580.0
7050,27630,28292.0,Follow the Fleet (1936),Comedy|Musical|Romance,104.0,4.0,1292699703.0,474.0,Astaire and Rogers,1137784592.0
7051,59903,3681.0,"What's New, Pussycat (1965)",Comedy,474.0,3.0,1070286737.0,,,
7052,27948,43875.0,Mary of Scotland (1936),Drama,474.0,3.0,1070286695.0,,,
7053,26942,31798.0,Roberta (1935),Comedy|Musical|Romance,474.0,4.0,1070286716.0,474.0,Astaire and Rogers,1138039791.0
7054,41594,43436.0,Little Women (1949),Drama,177.0,3.5,1435720246.0,,,
7055,28333,20325.0,Swing Time (1936),Comedy|Musical|Romance,474.0,4.0,1129579320.0,474.0,Astaire and Rogers,1138039819.0
7056,22286,17687.0,"Public Enemy, The (1931)",Action|Crime|Drama,221.0,4.5,1111178526.0,,,
7057,26714,19075.0,"Midsummer Night's Dream, A (1935)",Comedy|Fantasy|Romance,474.0,3.5,1070286698.0,,,
7058,39566,41465.0,Life with Father (1947),Comedy,474.0,3.5,1081177586.0,,,
7059,37120,17641.0,National Velvet (1944),Children|Drama,474.0,4.0,1070286701.0,474.0,horses,1138039728.0
7060,70239,12545.0,Jesus Christ Superstar (1973),Drama|Musical,169.0,4.5,1073179875.0,,,
7061,31210,27972.0,Dark Victory (1939),Drama|Romance,474.0,4.0,1099923507.0,474.0,terminal illness,1138039554.0
7062,55798,898.0,Birdman of Alcatraz (1962),Drama,474.0,4.0,1083589271.0,474.0,birds,1138039535.0
7063,68182,2000.0,"Aguirre: The Wrath of God (Aguirre, der Zorn Gottes) (1972)",Adventure|Drama,50.0,3.5,1517426075.0,,,
7064,38348,648.0,Beauty and the Beast (La belle et la bête) (1946),Drama|Fantasy,23.0,3.5,1107164411.0,,,
7065,4972,618.0,"Birth of a Nation, The (1915)",Drama|War,177.0,2.0,1435537444.0,,,
7067,59229,19120.0,Juliet of the Spirits (Giulietta degli spiriti) (1965),Comedy|Drama|Fantasy|Romance,89.0,2.5,1520408619.0,,,
7069,67372,11316.0,"Macbeth (a.k.a. Tragedy of Macbeth, The) (1971)",Drama,23.0,3.0,1107341955.0,474.0,In Netflix queue,1137201628.0
7070,40724,3089.0,Red River (1948),Action|Adventure|Western,474.0,4.0,1100962975.0,474.0,cattle drive,1138039780.0
7071,72417,29845.0,"Woman Under the Influence, A (1974)",Drama,318.0,5.0,1421499616.0,474.0,In Netflix queue,1137201154.0
7072,31971,995.0,Stagecoach (1939),Action|Drama|Romance|Western,221.0,4.0,1119984230.0,,,
7073,58586,1594.0,"Shot in the Dark, A (1964)",Comedy|Crime|Mystery,474.0,2.5,1091124339.0,474.0,Clousseau,1137375451.0
7074,15163,32318.0,"Navigator, The (1924)",Comedy,474.0,3.5,1100526644.0,,,
7075,49096,11839.0,"Court Jester, The (1956)",Adventure|Comedy|Musical,474.0,3.5,1101737037.0,,,
7076,62765,916.0,Bullitt (1968),Action|Crime|Drama|Thriller,140.0,5.0,1117729689.0,,,
7078,30287,1976.0,Jezebel (1938),Drama,177.0,4.0,1435539868.0,357.0,Bette Davis,1348628505.0
7079,31455,31685.0,"Hunchback of Notre Dame, The (1939)",Drama,474.0,2.5,1089063250.0,474.0,disability,1137375406.0
7080,24034,3062.0,42nd Street (1933),Drama|Musical|Romance,169.0,5.0,1073179853.0,,,
7082,56575,12708.0,That Touch of Mink (1962),Comedy|Romance,474.0,3.5,1070286728.0,,,
7083,90110,42045.0,Sweet Dreams (1985),Drama,474.0,3.0,1129579527.0,,,
7084,69097,11610.0,"Play It Again, Sam (1972)",Comedy|Romance,346.0,4.0,1094650645.0,,,
7085,58571,4939.0,Send Me No Flowers (1964),Comedy|Romance,474.0,3.5,1070286718.0,,,
7086,30637,25016.0,Pygmalion (1938),Comedy|Drama,474.0,3.5,1238350378.0,474.0,George Bernard Shaw,1137201703.0
7087,87892,15927.0,"Passage to India, A (1984)",Adventure|Drama,74.0,4.0,1207501191.0,474.0,E.M. Forster,1138039751.0
7088,53146,40423.0,Black Orpheus (Orfeu Negro) (1959),Drama|Romance,387.0,4.0,1094877241.0,474.0,In Netflix queue,1137202031.0
7089,71129,7857.0,Amarcord (1973),Comedy|Drama,156.0,4.0,1106881191.0,,,
7090,299977,79.0,Hero (Ying xiong) (2002),Action|Adventure|Drama,28.0,2.0,1236314730.0,474.0,martial arts,1138039622.0
7091,23027,13912.0,Horse Feathers (1932),Comedy,387.0,3.5,1154595046.0,474.0,Marx brothers,1138559500.0
7092,26071,70881.0,Anna Karenina (1935),Drama|Romance,474.0,3.5,1081177530.0,,,
7093,71524,987.0,"Front Page, The (1974)",Comedy,474.0,3.5,1070286638.0,,,
7096,307385,30140.0,Rivers and Tides (2001),Documentary,110.0,5.0,1175330140.0,,,
7099,87544,81.0,Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984),Adventure|Animation|Drama|Fantasy|Sci-Fi,16.0,3.5,1377477464.0,,,
7101,101745,11821.0,Doc Hollywood (1991),Comedy|Romance,448.0,3.0,1074423259.0,,,
7102,92925,10023.0,Dragnet (1987),Comedy|Crime|Drama,387.0,3.0,1094940710.0,,,
7103,100087,51036.0,Madhouse (1990),Comedy,226.0,3.5,1095695239.0,,,
7104,78723,11519.0,1941 (1979),Comedy|War,377.0,2.5,1340342278.0,,,
7107,77578,15659.0,Foul Play (1978),Comedy|Thriller,156.0,3.5,1106881858.0,,,
7108,108656,18857.0,Crime Story (Zhong an zu) (1993),Action|Crime|Drama,599.0,3.0,1519127868.0,,,
7109,114086,33517.0,Beyond the Clouds (Al di là delle nuvole) (1996),Drama|Romance,606.0,3.0,1232573721.0,,,
7114,59043,42740.0,"Collector, The (1965)",Drama|Horror|Thriller,594.0,0.5,1108950852.0,,,
7115,73582,20126.0,Deep Red (Profondo rosso) (1975),Horror|Mystery|Thriller,346.0,2.5,1125857583.0,,,
7116,46911,827.0,Diabolique (Les diaboliques) (1955),Horror|Mystery|Thriller,387.0,3.5,1137405126.0,,,
7117,107387,11811.0,Leprechaun (1993),Comedy|Horror,274.0,3.5,1197193538.0,,,
7118,93207,20043.0,Wings of Honneamise (Ôritsu uchûgun Oneamisu no tsubasa) (1987),Animation|Drama|Sci-Fi|War,91.0,3.5,1112713091.0,,,
7121,41090,25431.0,Adam's Rib (1949),Comedy|Romance,177.0,5.0,1435720350.0,474.0,Hepburn and Tracy,1137181204.0
7122,60908,17685.0,King of Hearts (1966),Comedy|Drama|War,356.0,5.0,1229140045.0,,,
7123,102511,2742.0,Naked Lunch (1991),Drama|Fantasy|Mystery|Sci-Fi,23.0,4.5,1107164119.0,,,
7124,214730,22010.0,Grass (1999),Documentary,318.0,3.5,1315335343.0,,,
7125,156096,51145.0,Spring Forward (1999),Drama,599.0,2.0,1519142535.0,,,
7127,102818,48129.0,Run (1991),Action|Drama|Thriller,66.0,3.5,1113190384.0,,,
7131,53320,18904.0,"Summer Place, A (1959)",Drama,606.0,3.0,1171813499.0,,,
7132,26778,37719.0,"Night at the Opera, A (1935)",Comedy|Musical|Romance,63.0,4.0,1443201026.0,474.0,Marx brothers,1138039735.0
7134,87280,9063.0,"Element of Crime, The (Forbrydelsens Element) (1984)",Drama|Thriller,405.0,4.0,1295931831.0,,,
7137,318374,10744.0,"Cooler, The (2003)",Comedy|Drama|Romance,68.0,3.5,1261086324.0,,,
7139,298845,10511.0,In America (2002),Drama|Romance,64.0,4.5,1161620632.0,474.0,immigrants,1138039653.0
7141,342804,22289.0,My Flesh and Blood (2003),Documentary,474.0,4.0,1165539947.0,474.0,In Netflix queue,1137201569.0
7142,322589,10028.0,Honey (2003),Drama|Romance,82.0,3.5,1084803602.0,,,
7143,325710,616.0,"Last Samurai, The (2003)",Action|Adventure|Drama|War,7.0,4.5,1106636579.0,,,
7147,319061,587.0,Big Fish (2003),Drama|Fantasy|Romance,18.0,4.5,1455049845.0,193.0,dreamlike,1435857017.0
7149,337741,6964.0,Something's Gotta Give (2003),Comedy|Drama|Romance,10.0,4.0,1455399533.0,,,
7150,338466,1792.0,Stuck on You (2003),Comedy,232.0,3.0,1182909260.0,,,
7151,335119,3635.0,Girl with a Pearl Earring (2003),Drama|Romance,10.0,3.0,1455302670.0,,,
7153,167260,122.0,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy,7.0,4.0,1106636520.0,62.0,Adventure,1528152558.0
7154,304415,11820.0,Mona Lisa Smile (2003),Drama|Romance,10.0,4.0,1455399087.0,,,
7155,337909,8696.0,Calendar Girls (2003),Comedy,7.0,3.0,1173051472.0,,,
7156,317910,12698.0,"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)",Documentary|War,29.0,4.5,1307906727.0,474.0,Vietnam,1138039601.0
7158,315983,11093.0,House of Sand and Fog (2003),Drama,74.0,3.0,1207501583.0,474.0,real estate,1137205933.0
7160,340855,504.0,Monster (2003),Crime|Drama,47.0,3.0,1496209397.0,474.0,serial killer,1138039725.0
7161,349205,11007.0,Cheaper by the Dozen (2003),Children|Comedy,140.0,3.0,1087314879.0,,,
7162,159365,2289.0,Cold Mountain (2003),Drama|Romance|War,64.0,4.0,1161559666.0,474.0,Civil War,1138039548.0
7163,338337,9620.0,Paycheck (2003),Action|Sci-Fi|Thriller,51.0,2.5,1230930775.0,,,
7164,316396,10601.0,Peter Pan (2003),Action|Adventure|Children|Fantasy,177.0,3.0,1435804677.0,,,
7165,335013,52036.0,"Company, The (2003)",Drama|Musical,414.0,3.0,1103522460.0,,,
7167,304229,13433.0,Japanese Story (2003),Drama,474.0,3.0,1089386893.0,,,
7169,360139,14844.0,Chasing Liberty (2004),Comedy|Romance,10.0,4.5,1455303046.0,,,
7171,364930,37088.0,Aileen: Life and Death of a Serial Killer (2003),Documentary,137.0,4.0,1204859227.0,,,
7173,343135,5966.0,Along Came Polly (2004),Comedy|Romance,41.0,5.0,1459368536.0,,,
7175,329691,10718.0,Torque (2004),Action|Crime,414.0,2.0,1105040583.0,,,
7176,371280,40427.0,Crimson Gold (Talaye sorgh) (2003),Drama,414.0,3.5,1105637845.0,,,
7177,368913,14757.0,Osama (2003),Drama,474.0,3.5,1089386572.0,,,
7178,71577,11034.0,"Great Gatsby, The (1974)",Drama,346.0,3.0,1094646539.0,,,
7179,104181,25095.0,Wuthering Heights (1992),Drama|Romance,346.0,2.5,1094646829.0,,,
7181,59712,30080.0,Ship of Fools (1965),Drama,462.0,3.5,1138425637.0,,,
7184,61089,65012.0,This Property is Condemned (1966),Drama|Romance,310.0,4.5,1078648541.0,,,
7190,65911,131313.0,Jane Eyre (1970),Drama,474.0,3.5,1140047474.0,474.0,Charlotte Bronte,1140047502.0
7191,103827,34151.0,Blame It on the Bellboy (1992),Comedy,599.0,2.0,1519442710.0,,,
7192,107750,15797.0,Only the Strong (1993),Action,438.0,3.0,1105763796.0,,,
7193,98987,9548.0,"Adventures of Ford Fairlane, The (1990)",Action|Comedy,414.0,4.0,1073679902.0,,,
7202,222812,11429.0,Beyond Re-Animator (2003),Horror,610.0,3.0,1493848602.0,,,
7205,73906,14815.0,"Wind and the Lion, The (1975)",Adventure,387.0,3.0,1094942242.0,,,
7206,50706,427.0,Mon Oncle (My Uncle) (1958),Comedy,50.0,3.5,1518168552.0,,,
7208,33553,3022.0,Dr. Jekyll and Mr. Hyde (1941),Drama|Horror,390.0,4.0,1250341829.0,,,
7209,46487,778.0,"M. Hulot’s Holiday (Mr. Hulot's Holiday) (Vacances de Monsieur Hulot, Les) (1953)",Comedy,89.0,2.5,1520408598.0,,,
7211,43915,23152.0,People Will Talk (1951),Comedy|Romance,474.0,3.5,1073255487.0,,,
7212,41498,23567.0,I Was a Male War Bride (1949),Comedy|Romance,474.0,4.0,1073255475.0,474.0,cross dressing,1138039664.0
7215,37382,22584.0,To Have and Have Not (1944),Adventure|Drama|Romance|Thriller|War,177.0,2.5,1435537129.0,,,
7216,33717,27725.0,High Sierra (1941),Crime|Drama|Film-Noir|Thriller,221.0,4.5,1119984215.0,,,
7217,39302,16227.0,Dark Passage (1947),Crime|Drama|Film-Noir|Romance|Thriller,474.0,4.0,1137521618.0,474.0,amnesia,1137521621.0
7218,36244,980.0,"Ox-Bow Incident, The (1943)",Drama|Western,309.0,4.5,1086564148.0,474.0,In Netflix queue,1137179905.0
7219,33149,16933.0,They Drive by Night (1940),Drama,474.0,4.0,1093142418.0,474.0,truckers,1138039826.0
7222,28346,37833.0,Reefer Madness (a.k.a. Tell Your Children) (1938),Comedy|Drama,177.0,2.5,1435539462.0,,,
7223,42369,18995.0,D.O.A. (1950),Drama|Film-Noir|Mystery,474.0,2.5,1073255459.0,,,
7225,76578,5205.0,Pumping Iron (1977),Documentary,111.0,4.0,1517440172.0,,,
